"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	65066	4441007	1465.118
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	65233	4575965	1425.557
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	67016	4753789	1409.739
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	69404	5027228	1380.562
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	69804	5234510	1333.535
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	72059	5418172	1329.950
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	72226	5576307	1295.230
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	76013	6065318	1253.240
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	79561	6322632	1258.353
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	81310	6621196	1228.026
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	84101	6881409	1222.148
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	87879	7250386	1212.060
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	88887	7198497	1234.799
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	90766	7287964	1245.423
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	93862	7433735	1262.649
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	97095	7612727	1275.430
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	99330	7754844	1280.877
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	101700	7921070	1283.917
"Total"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"			1526716	117783926	1296.201
"Total"	"60-64 years "	"60-64"	"Male"	"M"					1816111	131473111	1381.355
"Total"	"60-64 years "	"60-64"							3034336	274275047	1106.311
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	11599	519753	2231.637
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	11559	520829	2219.346
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	11604	535543	2166.773
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	11318	544119	2080.060
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	11203	554525	2020.288
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	10926	564536	1935.395
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	11010	578554	1903.020
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	10839	592001	1830.909
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	10968	611113	1794.758
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	11140	636882	1749.147
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	11204	662149	1692.066
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	11492	679236	1691.901
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	11626	704640	1649.921
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	11900	755308	1575.516
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	12710	802345	1584.107
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	13545	858772	1577.252
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	14265	918404	1553.238
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	15758	981151	1606.073
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	16379	1015764	1612.481
"Total"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"			231045	13035624	1772.412
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	65740	4431324	1483.530
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	64415	4414157	1459.282
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	62520	4390075	1424.121
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	61750	4400974	1403.098
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	61332	4470570	1371.906
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	60626	4566451	1327.639
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	60781	4638302	1310.415
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	60219	4750968	1267.510
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	61464	4931532	1246.347
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	64776	5212402	1242.728
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	65167	5427585	1200.663
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	66698	5570930	1197.251
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	68142	5739754	1187.194
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	72076	6224307	1157.976
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	74737	6466219	1155.807
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	76540	6751189	1133.726
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	80408	7045112	1141.330
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	83095	7364678	1128.291
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	82891	7324656	1131.671
"Total"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"			1293377	104121185	1242.184
"Total"	"65-69 years"	"65-69"	"Female"	"F"					1524422	117156809	1301.181
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	13862	385148	3599.136
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	13505	384337	3513.843
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	13763	398238	3455.974
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	13465	407500	3304.294
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	13544	417661	3242.821
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	13384	427949	3127.475
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13358	439883	3036.717
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	13369	450406	2968.211
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	13587	464596	2924.476
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	14089	485246	2903.476
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	14256	505725	2818.923
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	14289	520533	2745.071
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	14525	542926	2675.319
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	15428	584494	2639.548
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	16278	624066	2608.378
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	17440	666242	2617.667
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	18736	713179	2627.110
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	20536	760488	2700.371
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	21621	784060	2757.570
"Total"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"			289035	9962677	2901.178
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	91520	3865205	2367.792
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	88182	3859032	2285.081
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	86088	3860722	2229.842
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	84741	3887254	2179.971
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	84313	3967796	2124.933
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	82606	4070842	2029.212
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	82421	4151108	1985.518
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	82594	4263038	1937.445
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	84199	4437345	1897.509
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	88436	4704490	1879.821
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	89933	4907669	1832.499
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	92184	5050726	1825.163
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	93695	5228388	1792.044
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	100195	5695914	1759.068
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	104448	5934611	1759.981
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	108503	6197733	1750.689
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	114687	6465644	1773.791
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	119338	6740037	1770.584
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	118799	6688020	1776.296
"Total"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"			1796882	93975574	1912.073
"Total"	"65-69 years"	"65-69"	"Male"	"M"					2085917	103938251	2006.881
"Total"	"65-69 years"	"65-69"							3610339	221095060	1632.935
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	14929	444367	3359.610
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	14565	450462	3233.347
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	14000	451033	3103.986
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	13798	453158	3044.854
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	13634	458172	2975.738
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	13201	462599	2853.659
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	13092	469009	2791.418
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	12700	479835	2646.743
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	12744	486725	2618.316
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	12654	495256	2555.042
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	12590	503540	2500.298
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	12604	512912	2457.342
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	12748	533137	2391.130
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	13133	549368	2390.565
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	13600	575685	2362.403
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	13911	601498	2312.726
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	14514	625205	2321.479
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	14901	645529	2308.339
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	15555	694054	2241.180
"Total"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"			258873	9891544	2617.114
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	101255	4386249	2308.464
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	99192	4342851	2284.030
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	96815	4287314	2258.174
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	94562	4222692	2239.377
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	91364	4151726	2200.627
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	87513	4085950	2141.803
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	86031	4061099	2118.417
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	83434	4054078	2058.027
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	81085	4067705	1993.384
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	82679	4135154	1999.418
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	81387	4227385	1925.233
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	81486	4275561	1905.855
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	83194	4408988	1886.918
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	84744	4584451	1848.509
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	89745	4852667	1849.395
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	92639	5053594	1833.131
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	96708	5221841	1851.991
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	98588	5353730	1841.482
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	105467	5814830	1813.759
"Total"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"			1717888	85587865	2007.163
"Total"	"70-74 years"	"70-74"	"Female"	"F"					1976761	95479409	2070.353
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	15732	294812	5336.282
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	15566	299120	5203.932
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	15012	302854	4956.844
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	14733	306542	4806.193
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	14747	312709	4715.886
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	14171	318213	4453.306
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	14258	325777	4376.613
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	14218	335191	4241.761
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	14085	342484	4112.601
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	13884	350302	3963.437
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	13820	358132	3858.912
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	14106	365247	3862.044
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	14383	381477	3770.345
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	14690	394025	3728.190
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	15542	414326	3751.152
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	16059	433024	3708.570
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	16678	451077	3697.373
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	17303	467647	3700.013
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	18329	504947	3629.886
"Total"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"			287316	6957906	4129.346
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	128922	3485993	3698.286
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	125197	3484388	3593.084
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	121705	3484502	3492.752
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	118994	3459071	3440.057
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	113540	3425007	3315.030
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	107517	3391309	3170.369
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	107129	3395798	3154.752
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	102331	3411469	2999.617
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	100629	3443018	2922.697
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	102806	3521793	2919.138
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	101561	3620814	2804.922
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	102609	3674986	2792.092
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	105008	3804707	2759.950
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	107691	3970803	2712.071
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	114192	4225158	2702.668
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	118746	4404957	2695.736
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	123620	4567637	2706.432
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	126477	4696085	2693.243
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	135484	5125212	2643.481
"Total"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"			2164158	72592707	2981.233
"Total"	"70-74 years"	"70-74"	"Male"	"M"					2451474	79550613	3081.653
"Total"	"70-74 years"	"70-74"							4428235	175030022	2529.986
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	17054	349571	4878.551
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	16859	351110	4801.629
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	16974	361909	4690.129
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	16997	367320	4627.300
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	16571	371703	4458.129
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	16281	374017	4353.011
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	16185	378019	4281.531
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	15116	377234	4007.062
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	15062	378478	3979.624
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	14940	382373	3907.180
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	14465	385738	3749.955
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	14340	389693	3679.820
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	14752	405772	3635.539
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	14599	412560	3538.637
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	14945	423097	3532.287
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	15399	434877	3541.001
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	15698	449093	3495.490
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	15998	462293	3460.576
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	16760	481488	3480.876
"Total"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"			298995	7536345	3967.374
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	143842	3875879	3711.210
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	144806	3907083	3706.243
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	142531	3893744	3660.513
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	140568	3871835	3630.527
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	138111	3857294	3580.515
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	131123	3803605	3447.335
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	129296	3769678	3429.895
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	124961	3734163	3346.426
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	120965	3683059	3284.362
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	119717	3625694	3301.906
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	113806	3573547	3184.679
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	112452	3564420	3154.847
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	111564	3558997	3134.703
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	111241	3584479	3103.408
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	112245	3653226	3072.490
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	113430	3751041	3023.961
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	116704	3824307	3051.638
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	117710	3931462	2994.052
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	122612	4092528	2995.997
"Total"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"			2367684	71556041	3308.853
"Total"	"75-79 years"	"75-79"	"Female"	"F"					2666679	79092386	3371.600
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	15873	210570	7538.111
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	15682	211634	7409.962
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	15616	217641	7175.119
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	15434	220314	7005.456
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	15288	222467	6872.030
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	14830	223941	6622.280
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	14718	228210	6449.323
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	14144	229226	6170.330
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	14001	231799	6040.147
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	14054	236253	5948.708
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	13633	240178	5676.207
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	13898	244800	5677.288
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	13863	258946	5353.626
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	14332	265266	5402.879
